Address,City,State,Zip,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"531 PROSPECT ST",JESUP,IA,50648,42.479739,-92.064751,1,range_interpolation,531,"Prospect St",Jesup,IA,"Buchanan County",50648,US,"TIGER/Line® dataset from the US Census Bureau"
"113 WATER ST N",QUASQUETON,IA,52326,42.394848,-91.761028,0.9,range_interpolation,113,"Water St N",Quasqueton,IA,"Buchanan County",52326,US,"TIGER/Line® dataset from the US Census Bureau"
"531 PROSPECT ST",JESUP,IA,50648,42.479739,-92.064751,1,range_interpolation,531,"Prospect St",Jesup,IA,"Buchanan County",50648,US,"TIGER/Line® dataset from the US Census Bureau"
"113 WATER ST N",QUASQUETON,IA,52326,42.394848,-91.761028,0.9,range_interpolation,113,"Water St N",Quasqueton,IA,"Buchanan County",52326,US,"TIGER/Line® dataset from the US Census Bureau"
"109 ELY ST",ROWLEY,IA,52329,42.370111,-91.843852,1,range_interpolation,109,"Ely St",Rowley,IA,"Buchanan County",52329,US,"TIGER/Line® dataset from the US Census Bureau"
"414 5TH ST N",WINTHROP,IA,50682,42.47598,-91.736679,1,range_interpolation,414,"5th St N",Winthrop,IA,"Buchanan County",50682,US,"TIGER/Line® dataset from the US Census Bureau"
"300 ORCHARD ST","ALBERT CITY",IA,50510,42.782743,-94.949092,1,rooftop,300,"Orchard St","Albert City",IA,"Buena Vista County",50510,US,"Buena Vista"
"1009 S. MAIN ST",ALTA,IA,51002,42.66552,-95.304203,1,rooftop,1009,"S Main St",Alta,IA,"Buena Vista County",51002,US,"Buena Vista"
"410 E. LAKESHORE DR","STORM LAKE",IA,50588,42.635949,-95.196761,1,rooftop,410,"E Lakeshore Dr","Storm Lake",IA,"Buena Vista County",50588,US,"Buena Vista"
"205 S. CLARK ST",NEWELL,IA,50568,42.605426,-94.998348,1,rooftop,205,"S Clark St",Newell,IA,"Buena Vista County",50568,US,"Buena Vista"
"4440 HWY 71","SIOUX RAPIDS",IA,50585,42.87612,-95.150605,1,rooftop,4440,"Us Highway 71","Sioux Rapids",IA,"Buena Vista County",50585,US,"Buena Vista"
"930 E. 5TH ST.","STORM LAKE",IA,50588,42.644447,-95.188355,1,rooftop,930,"E 5th St","Storm Lake",IA,"Buena Vista County",50588,US,"Buena Vista"
"410 E. LAKESHORE DR","STORM LAKE",IA,50588,42.635949,-95.196761,1,rooftop,410,"E Lakeshore Dr","Storm Lake",IA,"Buena Vista County",50588,US,"Buena Vista"
"617 LAKE AVE","STORM LAKE",IA,50588,42.6446,-95.20072,1,range_interpolation,617,"Lake Ave","Storm Lake",IA,"Buena Vista County",50588,US,"TIGER/Line® dataset from the US Census Bureau"
"610 W 4TH ST","STORM LAKE",IA,50588,42.642385,-95.209744,1,range_interpolation,610,"W 4th St","Storm Lake",IA,"Buena Vista County",50588,US,"TIGER/Line® dataset from the US Census Bureau"
"215 E. 5TH ST","STORM LAKE",IA,50588,42.644495,-95.199198,1,rooftop,215,"E 5th St","Storm Lake",IA,"Buena Vista County",50588,US,"Buena Vista"
"202 W. SOUTH ST.",GREENE,IA,50636,42.89092,-92.807016,0.7,range_interpolation,202,"E South St",Greene,IA,"Butler County",50636,US,"TIGER/Line® dataset from the US Census Bureau"
"318 N MATHER ST",CLARKSVILLE,IA,50619,42.782108,-92.666659,0.7,range_interpolation,318,"S Mather St",Clarksville,IA,"Butler County",50619,US,"TIGER/Line® dataset from the US Census Bureau"
"508 MAIN ST.",DUMONT,IA,50625,42.749207,-92.973158,0.9,range_interpolation,508,"Main St",Dumont,IA,"Butler County",50625,US,"TIGER/Line® dataset from the US Census Bureau"
"412 3RD ST.",ALLISON,IA,50602,42.752965,-92.793085,1,range_interpolation,412,"3rd St",Allison,IA,"Butler County",50602,US,"TIGER/Line® dataset from the US Census Bureau"
"929 PARIOTT ST.",APLINGTON,IA,50604,42.583839,-92.883403,1,range_interpolation,929,"Parrott St",Aplington,IA,"Butler County",50604,US,"TIGER/Line® dataset from the US Census Bureau"
"214 N. CHERRY ST","SHELL ROCK",IA,50670,42.712454,-92.5808,0.9,range_interpolation,214,"N Cherry St","Shell Rock",IA,"Butler County",50670,US,"TIGER/Line® dataset from the US Census Bureau"
"110 COLFAX ST.",PARKERSBURG,IA,50665,42.57455,-92.79038,0.6,street_center,,"Colfax St",Parkersburg,IA,"Butler County",50665,US,"TIGER/Line® dataset from the US Census Bureau"
"508 BEAVER ST","NEW HARTFORD",IA,50660,42.569368,-92.619573,0.9,range_interpolation,508,"Beaver St","New Hartford",IA,"Butler County",50660,US,"TIGER/Line® dataset from the US Census Bureau"
"109 S ONTARIO ST.",POMEROY,IA,50575,42.550124,-94.683921,1,range_interpolation,109,"S Ontario St",Pomeroy,IA,"Calhoun County",50575,US,"TIGER/Line® dataset from the US Census Bureau"
"709 W MAIN ST","LAKE CITY",IA,51449,42.267265,-94.742393,1,rooftop,709,"W Main St","Lake City",IA,"Calhoun County",51449,US,Calhoun
"605 2ND ST.",LOHRVILLE,IA,51453,42.270069,-94.548335,1,range_interpolation,605,"2nd St",Lohrville,IA,"Calhoun County",51453,US,"TIGER/Line® dataset from the US Census Bureau"
"416 4TH ST","ROCKWELL CITY",IA,50579,42.39521,-94.634738,1,rooftop,416,"4th St","Rockwell City",IA,"Calhoun County",50579,US,Calhoun
"1601 15TH AVE",MANSON,IA,50563,42.534933,-94.530019,0.6,rooftop,1601,"15th St",Manson,IA,"Calhoun County",50563,US,Calhoun
"1601 15TH AVE",MANSON,IA,50563,42.534933,-94.530019,0.6,rooftop,1601,"15th St",Manson,IA,"Calhoun County",50563,US,Calhoun
"605 2ND ST.",LOHRVILLE,IA,51453,42.270069,-94.548335,1,range_interpolation,605,"2nd St",Lohrville,IA,"Calhoun County",51453,US,"TIGER/Line® dataset from the US Census Bureau"
"416 4TH ST","ROCKWELL CITY",IA,50579,42.39521,-94.634738,1,rooftop,416,"4th St","Rockwell City",IA,"Calhoun County",50579,US,Calhoun
"416 4TH ST","ROCKWELL CITY",IA,50579,42.39521,-94.634738,1,rooftop,416,"4th St","Rockwell City",IA,"Calhoun County",50579,US,Calhoun
"605 2ND ST.",LOHRVILLE,IA,51453,42.270069,-94.548335,1,range_interpolation,605,"2nd St",Lohrville,IA,"Calhoun County",51453,US,"TIGER/Line® dataset from the US Census Bureau"
"210 W. HEAD ST.",ARCADIA,IA,51430,42.087988,-95.04513,1,rooftop,210,"W Head St",Arcadia,IA,"Carroll County",51430,US,Carroll
"22676 SWAN LAKE TRAIL",CARROLL,IA,51401,42.034045,-94.848751,0.6,rooftop,22676,"Swan Lake Dr",Carroll,IA,"Carroll County",51401,US,Carroll
"2809 N GRANT RD",CARROLL,IA,51401,42.091751,-94.859298,1,rooftop,2809,"N Grant Rd",Carroll,IA,"Carroll County",51401,US,Carroll
"1026 N ADAMS ST",CARROLL,IA,51401,42.071265,-94.866096,1,rooftop,1026,"N Adams St",Carroll,IA,"Carroll County",51401,US,Carroll
"1621 NORTH MAIN ST",CARROLL,IA,51401,42.076513,-94.864219,1,range_interpolation,1621,"N Main St",Carroll,IA,"Carroll County",51401,US,"TIGER/Line® dataset from the US Census Bureau"
"230 S 5TH AVE",TEMPLETON,IA,51463,41.920698,-94.945861,0.4,street_center,,"N 5th Ave",Templeton,IA,"Carroll County",51463,US,"TIGER/Line® dataset from the US Census Bureau"
"806 2ND ST",MANNING,IA,51455,41.910007,-95.065864,1,range_interpolation,806,"2nd St",Manning,IA,"Carroll County",51455,US,"TIGER/Line® dataset from the US Census Bureau"
"110 S IDAHO ST",GLIDDEN,IA,51443,42.055412,-94.728741,1,range_interpolation,110,"S Idaho St",Glidden,IA,"Carroll County",51443,US,"TIGER/Line® dataset from the US Census Bureau"
"230 S. 5TH AVE",TEMPLETON,IA,51463,41.920698,-94.945861,0.4,street_center,,"N 5th Ave",Templeton,IA,"Carroll County",51463,US,"TIGER/Line® dataset from the US Census Bureau"
"MAIN STREET",LIDDERDALE,IA,51452,42.121724,-94.783079,0.9,street_center,,"S Main St",Lidderdale,IA,"Carroll County",51452,US,"TIGER/Line® dataset from the US Census Bureau"
"123 3RD AVENUE S","COON RAPIDS",IA,50058,41.870511,-94.674753,1,rooftop,123,"3rd Ave S","Coon Rapids",IA,"Carroll County",50058,US,Carroll
"105 W 2ND ST",HALBUR,IA,51444,42.182405,-94.976852,0.6,rooftop,105,"N 2nd St",Breda,IA,"Carroll County",51436,US,Carroll
"208 MAIN ST",BREDA,IA,51436,42.181664,-94.977676,1,rooftop,208,"Main St",Breda,IA,"Carroll County",51436,US,Carroll
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"311 MARKET",LEWIS,IA,51544,41.303751,-95.088285,0.6,street_center,,"Market St",Lewis,IA,"Cass County",51544,US,"TIGER/Line® dataset from the US Census Bureau"
"311 MARKET ST",WIOTA,IA,50274,41.303751,-95.088285,0.5,street_center,,"Market St",Lewis,IA,"Cass County",51544,US,"TIGER/Line® dataset from the US Census Bureau"
"1201 E 14TH ST",ATLANTIC,IA,50022,41.396544,-94.996524,1,rooftop,1201,"E 14th St",Atlantic,IA,"Cass County",50022,US,Cass
"207 E 6TH ST",MASSENA,IA,50853,41.256711,-94.767337,1,rooftop,207,"E 6th St",Massena,IA,"Cass County",50853,US,Cass
"1000 VICTORY PARK RD",ANITA,IA,50020,41.45119,-94.772893,0.6,nearest_rooftop_match,900,"Victory Park Rd",Anita,IA,"Cass County",50020,US,Cass
"207 E 6TH ST",MASSENA,IA,50853,41.256711,-94.767337,1,rooftop,207,"E 6th St",Massena,IA,"Cass County",50853,US,Cass
"20 MADISON ST",GRISWOLD,IA,51535,41.240431,-95.137071,1,rooftop,20,"Madison St",Griswold,IA,"Cass County",51535,US,Cass
"207 E 6TH ST",MASSENA,IA,50853,41.256711,-94.767337,1,rooftop,207,"E 6th St",Massena,IA,"Cass County",50853,US,Cass
"400 E. 6TH ST.",TIPTON,IA,52772,41.771196,-91.124368,1,range_interpolation,400,"E 6th St",Tipton,IA,"Cedar County",52772,US,"TIGER/Line® dataset from the US Census Bureau"
"400 BALL ST.",CLARENCE,IA,52216,41.885149,-91.057949,1,range_interpolation,400,"Ball St",Clarence,IA,"Cedar County",52216,US,"TIGER/Line® dataset from the US Census Bureau"
"408 7TH ST.",DURANT,IA,52747,41.603448,-90.912831,1,range_interpolation,408,"7th St",Durant,IA,"Cedar County",52747,US,"TIGER/Line® dataset from the US Census Bureau"
"102 E. NORTH ST.",STANWOOD,IA,52337,41.894178,-91.15074,0.9,range_interpolation,102,"E North St",Stanwood,IA,"Cedar County",52337,US,"TIGER/Line® dataset from the US Census Bureau"
"900 W. MAIN ST.","WEST BRANCH",IA,52358,41.671441,-91.361441,0.9,range_interpolation,900,"W Main St","West Branch",IA,"Cedar County",52358,US,"TIGER/Line® dataset from the US Census Bureau"
"300 CEDAR ST.",BENNETT,IA,52721,41.74235,-90.975796,0.6,street_center,,"Co Hwy Y14",Bennett,IA,"Cedar County",52721,US,"TIGER/Line® dataset from the US Census Bureau"
"102 N. JOHN ST.",MECHANICSVILLE,IA,52306,41.90461,-91.254272,1,range_interpolation,102,"N John St",Mechanicsville,IA,"Cedar County",52306,US,"TIGER/Line® dataset from the US Census Bureau"
"703 PARK AVE.",LOWDEN,IA,52255,41.856539,-90.966516,0.33,place,,,Lowden,IA,"Cedar County",52255,US,"TIGER/Line® dataset from the US Census Bureau"
"400 E. 6TH ST.",TIPTON,IA,52772,41.771196,-91.124368,1,range_interpolation,400,"E 6th St",Tipton,IA,"Cedar County",52772,US,"TIGER/Line® dataset from the US Census Bureau"
"400 E. 6TH ST.",TIPTON,IA,52772,41.771196,-91.124368,1,range_interpolation,400,"E 6th St",Tipton,IA,"Cedar County",52772,US,"TIGER/Line® dataset from the US Census Bureau"
"400 E. 6TH ST.",TIPTON,IA,52772,41.771196,-91.124368,1,range_interpolation,400,"E 6th St",Tipton,IA,"Cedar County",52772,US,"TIGER/Line® dataset from the US Census Bureau"
"900 W. MAIN ST.","WEST BRANCH",IA,52358,41.671441,-91.361441,0.9,range_interpolation,900,"W Main St","West Branch",IA,"Cedar County",52358,US,"TIGER/Line® dataset from the US Census Bureau"
"4 N WEIMER ST",VENTURA,IA,50482,43.126206,-93.479258,0.8,rooftop,4,"S Weimer St",Ventura,IA,"Cerro Gordo County",50482,US,"Cerro Gordo"
"901 S 14TH ST","CLEAR LAKE",IA,50401,43.138429,-93.18121,0.9,range_interpolation,901,"S 14th St","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"901 S 14TH ST","CLEAR LAKE",IA,50428,43.127308,-93.371225,1,range_interpolation,901,"S 14th St","Clear Lake",IA,"Cerro Gordo County",50428,US,"TIGER/Line® dataset from the US Census Bureau"
"901 S 14TH ST","CLEAR LAKE",IA,50428,43.127308,-93.371225,1,range_interpolation,901,"S 14th St","Clear Lake",IA,"Cerro Gordo County",50428,US,"TIGER/Line® dataset from the US Census Bureau"
"616 BROAD ST",PLYMOUTH,IA,50464,43.245228,-93.12366,1,rooftop,616,"Broad St",Plymouth,IA,"Cerro Gordo County",50464,US,"Cerro Gordo"
"3 NOTTINGHAM ST","ROCK FALLS",IA,50467,43.207476,-93.083198,1,range_interpolation,3,"Nottingham St","Rock Falls",IA,"Cerro Gordo County",50467,US,"TIGER/Line® dataset from the US Census Bureau"
"210 2ND ST S",ROCKWELL,IA,50469,42.983643,-93.191694,1,rooftop,210,"2nd St S",Rockwell,IA,"Cerro Gordo County",50469,US,"Cerro Gordo"
"719 1ST ST",MESERVEY,IA,50457,42.91547,-93.478509,1,rooftop,719,"1st St",Meservey,IA,"Cerro Gordo County",50457,US,"Cerro Gordo"
"412 MAIN ST",THORNTON,IA,50479,42.943802,-93.3845,1,rooftop,412,"Main St",Thornton,IA,"Cerro Gordo County",50479,US,"Cerro Gordo"
"9184 265TH ST","CLEAR LAKE",IA,50428,43.150544,-93.335511,1,rooftop,9184,"265th St","Clear Lake",IA,"Cerro Gordo County",50428,US,"Cerro Gordo"
"3501 LIME CREEK RD","MASON CITY",IA,50401,43.182312,-93.194675,1,rooftop,3501,"Lime Creek Rd","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"1239 N RHODE ISLAND AVE","MASON CITY",IA,50401,43.163295,-93.183959,1,range_interpolation,1239,"N Rhode Island Ave","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"1239 N RHODE ISLAND AVE","MASON CITY",IA,50401,43.163295,-93.183959,1,range_interpolation,1239,"N Rhode Island Ave","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"1421 4TH ST SE","MASON CITY",IA,50401,43.147918,-93.173079,1,range_interpolation,1421,"4th St SE","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"1123 8TH ST NW","MASON CITY",IA,50401,43.15841,-93.218528,1,rooftop,1123,"8th St NW","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"1123 8TH ST NW","MASON CITY",IA,50401,43.15841,-93.218528,1,rooftop,1123,"8th St NW","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"100 S PIERCE AVE","MASON CITY",IA,50401,43.15071,-93.221903,1,rooftop,100,"S Pierce Ave","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"500 COLLEGE DR.","MASON CITY",IA,50401,43.156629,-93.135411,1,rooftop,500,"College Dr","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"500 COLLEGE DR.","MASON CITY",IA,50401,43.156629,-93.135411,1,rooftop,500,"College Dr","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"500 COLLEGE DR.","MASON CITY",IA,50401,43.156629,-93.135411,1,rooftop,500,"College Dr","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"313 15TH ST SE","MASON CITY",IA,50401,43.137121,-93.193535,1,range_interpolation,313,"15th St SE","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"1625 S PENNSYLVANIA AVE","MASON CITY",IA,50401,43.135497,-93.198301,1,range_interpolation,1625,"S Pennsylvania Ave","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"1625 S PENNSYLVANIA AVE","MASON CITY",IA,50401,43.135497,-93.198301,1,range_interpolation,1625,"S Pennsylvania Ave","Mason City",IA,"Cerro Gordo County",50401,US,"TIGER/Line® dataset from the US Census Bureau"
"500 COLLEGE DRIVE","MASON CITY",IA,50401,43.156629,-93.135411,1,rooftop,500,"College Dr","Mason City",IA,"Cerro Gordo County",50401,US,"Cerro Gordo"
"333 MAIN ST",THORNTON,IA,50479,42.943319,-93.383185,1,rooftop,333,"Main St",Thornton,IA,"Cerro Gordo County",50479,US,"Cerro Gordo"
"81 E PATRICK ST",DOUGHTERY,IA,50433,42.921637,-93.041202,1,rooftop,81,"E Patrick St",Dougherty,IA,"Cerro Gordo County",50433,US,"Cerro Gordo"
"300 ASH ST.",AURELIA,IA,51005,42.71461,-95.4287,1,rooftop,300,"Ash St",Aurelia,IA,"Cherokee County",51005,US,Cherokee
"102 W GRACE AVE",CLEGHORN,IA,51014,42.81306,-95.712939,1,rooftop,102,"W Grace St",Cleghorn,IA,"Cherokee County",51014,US,Cherokee
"100 MAIN ST",QUIMBY,IA,51049,42.629262,-95.642024,0.9,range_interpolation,100,"Co Hwy L51",Quimby,IA,"Cherokee County",51049,US,"TIGER/Line® dataset from the US Census Bureau"
"600 W BLUFF ST.",CHEROKEE,IA,51012,42.755223,-95.555007,1,rooftop,600,"W Bluff St",Cherokee,IA,"Cherokee County",51012,US,Cherokee
"600 W BLUFF ST.",CHEROKEE,IA,51012,42.755223,-95.555007,1,rooftop,600,"W Bluff St",Cherokee,IA,"Cherokee County",51012,US,Cherokee
"600 W BLUFF ST.",CHEROKEE,IA,51012,42.755223,-95.555007,1,rooftop,600,"W Bluff St",Cherokee,IA,"Cherokee County",51012,US,Cherokee
"600 W BLUFF ST.",CHEROKEE,IA,51012,42.755223,-95.555007,1,rooftop,600,"W Bluff St",Cherokee,IA,"Cherokee County",51012,US,Cherokee
"102 W GRACE AVE",CLEGHORN,IA,51014,42.81306,-95.712939,1,rooftop,102,"W Grace St",Cleghorn,IA,"Cherokee County",51014,US,Cherokee
"612 GREELEY ST",NASHUA,IA,50658,42.94918,-92.540166,1,range_interpolation,612,"Greeley St",Nashua,IA,"Chickasaw County",50658,US,"TIGER/Line® dataset from the US Census Bureau"
"301 W MAIN ST",IONIA,IA,50645,43.033915,-92.458439,1,range_interpolation,301,"W Main St",Ionia,IA,"Chickasaw County",50645,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"300 E MAIN ST",FREDERICKSBURG,IA,50630,42.964976,-92.203462,0.9,range_interpolation,300,"Co Hwy V48",Fredericksburg,IA,"Chickasaw County",50630,US,"TIGER/Line® dataset from the US Census Bureau"
"414 EAST GROVE",LAWLER,IA,52154,43.069431,-92.149697,1,range_interpolation,414,"E Grove St",Lawler,IA,"Chickasaw County",52154,US,"TIGER/Line® dataset from the US Census Bureau"
"701 W MAIN ST","NEW HAMPTON",IA,50659,43.059275,-92.30621,0.9,range_interpolation,701,"State Hwy 24","New Hampton",IA,"Chickasaw County",50659,US,"TIGER/Line® dataset from the US Census Bureau"
"414 EAST GROVE",LAWLER,IA,52154,43.069431,-92.149697,1,range_interpolation,414,"E Grove St",Lawler,IA,"Chickasaw County",52154,US,"TIGER/Line® dataset from the US Census Bureau"
"203 S WHITE AVE","ALTA VISTA",IA,50603,43.197811,-92.417023,1,range_interpolation,203,"S White Ave","Alta Vista",IA,"Chickasaw County",50603,US,"TIGER/Line® dataset from the US Census Bureau"
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"216 SHERMAN ST.",MURRAY,IA,50174,41.038957,-93.953691,1,rooftop,216,"Sherman St",Murray,IA,"Clarke County",50174,US,Clarke
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"800 N. JACKSON ST.",OSCEOLA,IA,50213,41.042761,-93.769617,1,rooftop,800,"N Jackson St",Osceola,IA,"Clarke County",50213,US,Clarke
"302 MAIN ST",PETERSON,IA,51047,42.919685,-95.343573,1,range_interpolation,302,"Main St",Peterson,IA,"Clay County",51047,US,"TIGER/Line® dataset from the US Census Bureau"
"306 CHURCH ST",WEBB,IA,51366,42.948919,-95.013072,1,rooftop,306,"Church St",Webb,IA,"Clay County",51366,US,Clay
"100 MAIN ST.",DICKENS,IA,51333,43.131761,-95.023794,1,rooftop,100,"Main St",Dickens,IA,"Clay County",51333,US,Clay
"302 MAIN ST",ROYAL,IA,51357,43.064609,-95.285924,1,rooftop,302,"Main St",Royal,IA,"Clay County",51357,US,Clay
